record,lma_code,lma_fips,lma_title
1181,CN2105700000000,057,"Cumberland County, KY"
1182,MC2119220000000,19220,"Danville, KY Micropolitan Statistical Area"
1183,MC2119220000000,19220,"Danville, KY Micropolitan Statistical Area"
1184,MT2121060000000,21060,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area"
1185,MT2121060000000,21060,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area"
1186,MT2121060000000,21060,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area"
1187,CN2106300000000,063,"Elliott County, KY"
1188,CN2106500000000,065,"Estill County, KY"
1189,MT1821780000000,21780,"Evansville, IN-KY Metropolitan Statistical Area"
1190,CN2106900000000,069,"Fleming County, KY"
1191,CN2107100000000,071,"Floyd County, KY"
1192,MC2123180000000,23180,"Frankfort, KY Micropolitan Statistical Area"
1193,MC2123180000000,23180,"Frankfort, KY Micropolitan Statistical Area"
1194,CN2107900000000,079,"Garrard County, KY"
1195,MC2123980000000,23980,"Glasgow, KY Micropolitan Statistical Area"
1196,MC2123980000000,23980,"Glasgow, KY Micropolitan Statistical Area"
1197,CN2108500000000,085,"Grayson County, KY"
1198,CN2108700000000,087,"Green County, KY"
1199,CN2109500000000,095,"Harlan County, KY"
1200,CN2109700000000,097,"Harrison County, KY"
1201,CN2109900000000,099,"Hart County, KY"
1202,CN2110500000000,105,"Hickman County, KY"
1203,MT5426580000000,26580,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area"
1204,MT5426580000000,26580,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area"
1205,CN2110900000000,109,"Jackson County, KY"
1206,CN2111500000000,115,"Johnson County, KY"
1207,CN2112700000000,127,"Lawrence County, KY"
1208,SA2181500000000,81500,"Lee-Owsley, KY LMA"
1209,SA2181500000000,81500,"Lee-Owsley, KY LMA"
1210,CN2113300000000,133,"Letcher County, KY"
1211,CN2113500000000,135,"Lewis County, KY"
1212,MT2130460000000,30460,"Lexington-Fayette, KY Metropolitan Statistical Area"
1213,MT2130460000000,30460,"Lexington-Fayette, KY Metropolitan Statistical Area"
1214,MT2130460000000,30460,"Lexington-Fayette, KY Metropolitan Statistical Area"
1215,MT2130460000000,30460,"Lexington-Fayette, KY Metropolitan Statistical Area"
1216,MT2130460000000,30460,"Lexington-Fayette, KY Metropolitan Statistical Area"
1217,MT2130460000000,30460,"Lexington-Fayette, KY Metropolitan Statistical Area"
1218,CN2114100000000,141,"Logan County, KY"
1219,MC2130940000000,30940,"London, KY Micropolitan Statistical Area"
1220,MC2130940000000,30940,"London, KY Micropolitan Statistical Area"
1221,MC2130940000000,30940,"London, KY Micropolitan Statistical Area"
1222,MT2131140000000,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
1223,MT2131140000000,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
1224,MT2131140000000,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
1225,MT2131140000000,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
1226,MT2131140000000,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
1227,MT2131140000000,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
1228,MT2131140000000,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
1229,CN2114300000000,143,"Lyon County, KY"
1230,MC2131580000000,31580,"Madisonville, KY Micropolitan Statistical Area"
1231,CN2115300000000,153,"Magoffin County, KY"
1232,CN2115500000000,155,"Marion County, KY"
1233,CN2115700000000,157,"Marshall County, KY"
1234,CN2115900000000,159,"Martin County, KY"
1235,MC2132460000000,32460,"Mayfield, KY Micropolitan Statistical Area"
1236,MC2132500000000,32500,"Maysville, KY Micropolitan Statistical Area"
1237,CN2114700000000,147,"McCreary County, KY"
1238,CN2116700000000,167,"Mercer County, KY"
1239,MC2133180000000,33180,"Middlesborough, KY Micropolitan Statistical Area"
1240,CN2117100000000,171,"Monroe County, KY"
1241,CN2117500000000,175,"Morgan County, KY"
1242,MC2134460000000,34460,"Mount Sterling, KY Micropolitan Statistical Area"
1243,MC2134460000000,34460,"Mount Sterling, KY Micropolitan Statistical Area"
1244,MC2134460000000,34460,"Mount Sterling, KY Micropolitan Statistical Area"
1245,MC2134660000000,34660,"Murray, KY Micropolitan Statistical Area"
1246,CN2118100000000,181,"Nicholas County, KY"
1247,CN2118300000000,183,"Ohio County, KY"
1248,CN2118700000000,187,"Owen County, KY"
1249,MT2136980000000,36980,"Owensboro, KY Metropolitan Statistical Area"
1250,MT2136980000000,36980,"Owensboro, KY Metropolitan Statistical Area"
1251,MT2136980000000,36980,"Owensboro, KY Metropolitan Statistical Area"
1252,MC2137140000000,37140,"Paducah, KY-IL Micropolitan Statistical Area"
1253,MC2137140000000,37140,"Paducah, KY-IL Micropolitan Statistical Area"
1254,MC2137140000000,37140,"Paducah, KY-IL Micropolitan Statistical Area"
1255,SA2182180000000,82180,"Perry-Knott-Leslie, KY LMA"
1256,SA2182180000000,82180,"Perry-Knott-Leslie, KY LMA"
1257,SA2182180000000,82180,"Perry-Knott-Leslie, KY LMA"
1258,CN2119500000000,195,"Pike County, KY"
1259,CN2119700000000,197,"Powell County, KY"
1260,MC2140080000000,40080,"Richmond-Berea, KY Micropolitan Statistical Area"
1261,MC2140080000000,40080,"Richmond-Berea, KY Micropolitan Statistical Area"
1262,CN2120100000000,201,"Robertson County, KY"
1263,CN2120500000000,205,"Rowan County, KY"
1264,CN2120700000000,207,"Russell County, KY"
1265,CN2121300000000,213,"Simpson County, KY"
1266,MC2143700000000,43700,"Somerset, KY Micropolitan Statistical Area"
1267,CN2121900000000,219,"Todd County, KY"
1268,MC4746460000000,46460,"Union City, TN-KY Micropolitan Statistical Area"
1269,CN2122500000000,225,"Union County, KY"
1270,CN2122900000000,229,"Washington County, KY"
1271,CN2123100000000,231,"Wayne County, KY"
1272,CN2123300000000,233,"Webster County, KY"
1273,CN2123700000000,237,"Wolfe County, KY"
1274,MT2210780000000,10780,"Alexandria, LA Metropolitan Statistical Area"
1275,MT2210780000000,10780,"Alexandria, LA Metropolitan Statistical Area"
1276,CN2200300000000,003,"Allen Parish, LA"
1277,CN2200700000000,007,"Assumption Parish, LA"
1278,CN2200900000000,009,"Avoyelles Parish, LA"
1279,MC2212820000000,12820,"Bastrop, LA Micropolitan Statistical Area"
1280,MT2212940000000,12940,"Baton Rouge, LA Metropolitan Statistical Area"
1281,MT2212940000000,12940,"Baton Rouge, LA Metropolitan Statistical Area"
1282,MT2212940000000,12940,"Baton Rouge, LA Metropolitan Statistical Area"
1283,MT2212940000000,12940,"Baton Rouge, LA Metropolitan Statistical Area"
1284,MT2212940000000,12940,"Baton Rouge, LA Metropolitan Statistical Area"
1285,MT2212940000000,12940,"Baton Rouge, LA Metropolitan Statistical Area"
1286,MT2212940000000,12940,"Baton Rouge, LA Metropolitan Statistical Area"
1287,MT2212940000000,12940,"Baton Rouge, LA Metropolitan Statistical Area"
1288,MT2212940000000,12940,"Baton Rouge, LA Metropolitan Statistical Area"
1289,CN2201300000000,013,"Bienville Parish, LA"
1290,MC2214220000000,14220,"Bogalusa, LA Micropolitan Statistical Area"
1291,CN2202100000000,021,"Caldwell Parish, LA"
1292,CN2202500000000,025,"Catahoula Parish, LA"
1293,CN2202700000000,027,"Claiborne Parish, LA"
1294,MC2219760000000,19760,"DeRidder, LA Micropolitan Statistical Area"
1295,CN2203500000000,035,"East Carroll Parish, LA"
1296,CN2203900000000,039,"Evangeline Parish, LA"
1297,MC2222860000000,22860,"Fort Polk South, LA Micropolitan Statistical Area"
1298,CN2204100000000,041,"Franklin Parish, LA"
1299,MT2225220000000,25220,"Hammond, LA Metropolitan Statistical Area"
1300,MT2226380000000,26380,"Houma-Thibodaux, LA Metropolitan Statistical Area"
1301,MT2226380000000,26380,"Houma-Thibodaux, LA Metropolitan Statistical Area"
1302,CN2204900000000,049,"Jackson Parish, LA"
1303,MC2227660000000,27660,"Jennings, LA Micropolitan Statistical Area"
1304,MT2229180000000,29180,"Lafayette, LA Metropolitan Statistical Area"
1305,MT2229180000000,29180,"Lafayette, LA Metropolitan Statistical Area"
1306,MT2229180000000,29180,"Lafayette, LA Metropolitan Statistical Area"
1307,MT2229180000000,29180,"Lafayette, LA Metropolitan Statistical Area"
1308,MT2229180000000,29180,"Lafayette, LA Metropolitan Statistical Area"
1309,MT2229340000000,29340,"Lake Charles, LA Metropolitan Statistical Area"
1310,MT2229340000000,29340,"Lake Charles, LA Metropolitan Statistical Area"
1311,CN2205900000000,059,"LaSalle Parish, LA"
1312,CN2206500000000,065,"Madison Parish, LA"
1313,MT2233740000000,33740,"Monroe, LA Metropolitan Statistical Area"
1314,MT2233740000000,33740,"Monroe, LA Metropolitan Statistical Area"
1315,MC2234020000000,34020,"Morgan City, LA Micropolitan Statistical Area"
1316,MC2835020000000,35020,"Natchez, MS-LA Micropolitan Statistical Area"
1317,MC2235060000000,35060,"Natchitoches, LA Micropolitan Statistical Area"
1318,MT2235380000000,35380,"New Orleans-Metairie, LA Metropolitan Statistical Area"
1319,MT2235380000000,35380,"New Orleans-Metairie, LA Metropolitan Statistical Area"
1320,MT2235380000000,35380,"New Orleans-Metairie, LA Metropolitan Statistical Area"
1321,MT2235380000000,35380,"New Orleans-Metairie, LA Metropolitan Statistical Area"
1322,MT2235380000000,35380,"New Orleans-Metairie, LA Metropolitan Statistical Area"
1323,MT2235380000000,35380,"New Orleans-Metairie, LA Metropolitan Statistical Area"
1324,MT2235380000000,35380,"New Orleans-Metairie, LA Metropolitan Statistical Area"
1325,MT2235380000000,35380,"New Orleans-Metairie, LA Metropolitan Statistical Area"
1326,MC2236660000000,36660,"Opelousas, LA Micropolitan Statistical Area"
1327,CN2208100000000,081,"Red River Parish, LA"
1328,CN2208300000000,083,"Richland Parish, LA"
1329,MC2240820000000,40820,"Ruston, LA Micropolitan Statistical Area"
1330,CN2208500000000,085,"Sabine Parish, LA"
1331,MT2243340000000,43340,"Shreveport-Bossier City, LA Metropolitan Statistical Area"
1332,MT2243340000000,43340,"Shreveport-Bossier City, LA Metropolitan Statistical Area"
1333,MT2243340000000,43340,"Shreveport-Bossier City, LA Metropolitan Statistical Area"
1334,MT2243340000000,43340,"Shreveport-Bossier City, LA Metropolitan Statistical Area"
1335,CN2210700000000,107,"Tensas Parish, LA"
1336,CN2212300000000,123,"West Carroll Parish, LA"
1337,CN2212700000000,127,"Winn Parish, LA"
1338,SA2380100000000,80100,"Acton, ME LMA"
1339,SA2380100000000,80100,"Acton, ME LMA"
1340,SA2380100000000,80100,"Acton, ME LMA"
1341,SA2380100000000,80100,"Acton, ME LMA"
1342,SA2380100000000,80100,"Acton, ME LMA"
1343,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1344,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1345,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1346,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1347,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1348,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1349,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1350,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1351,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1352,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1353,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1354,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1355,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1356,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1357,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1358,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1359,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1360,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1361,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1362,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1363,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1364,MC2370600000000,70600,"Augusta, ME Micropolitan NECTA"
1365,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1366,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1367,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1368,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1369,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1370,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1371,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1372,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1373,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1374,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1375,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1376,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1377,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1378,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1379,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1380,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1381,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1382,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1383,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1384,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1385,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1386,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1387,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1388,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1389,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1390,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1391,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1392,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1393,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1394,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1395,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1396,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1397,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1398,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1399,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1400,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1401,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1402,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1403,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1404,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1405,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1406,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1407,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1408,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1409,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1410,MT2370750000000,70750,"Bangor, ME Metropolitan NECTA"
1411,SA2380300000000,80300,"Belfast, ME LMA"
1412,SA2380300000000,80300,"Belfast, ME LMA"
1413,SA2380300000000,80300,"Belfast, ME LMA"
1414,SA2380300000000,80300,"Belfast, ME LMA"
1415,SA2380300000000,80300,"Belfast, ME LMA"
1416,SA2380300000000,80300,"Belfast, ME LMA"
1417,SA2380300000000,80300,"Belfast, ME LMA"
1418,SA2380300000000,80300,"Belfast, ME LMA"
1419,SA2380300000000,80300,"Belfast, ME LMA"
1420,SA2380300000000,80300,"Belfast, ME LMA"
1421,SA2380300000000,80300,"Belfast, ME LMA"
1422,SA2380300000000,80300,"Belfast, ME LMA"
1423,SA2380300000000,80300,"Belfast, ME LMA"
1424,SA2380300000000,80300,"Belfast, ME LMA"
1425,SA2380300000000,80300,"Belfast, ME LMA"
1426,SA2380300000000,80300,"Belfast, ME LMA"
1427,SA2380300000000,80300,"Belfast, ME LMA"
1428,SA2380300000000,80300,"Belfast, ME LMA"
1429,SA2380300000000,80300,"Belfast, ME LMA"
1430,SA2380380000000,80380,"Boothbay, ME LMA"
1431,SA2380380000000,80380,"Boothbay, ME LMA"
1432,SA2380380000000,80380,"Boothbay, ME LMA"
1433,SA2380380000000,80380,"Boothbay, ME LMA"
1434,SA2380460000000,80460,"Bridgton-Paris, ME LMA"
1435,SA2380460000000,80460,"Bridgton-Paris, ME LMA"
1436,SA2380460000000,80460,"Bridgton-Paris, ME LMA"
1437,SA2380460000000,80460,"Bridgton-Paris, ME LMA"
1438,SA2380460000000,80460,"Bridgton-Paris, ME LMA"
1439,SA2380460000000,80460,"Bridgton-Paris, ME LMA"
1440,SA2380460000000,80460,"Bridgton-Paris, ME LMA"
1441,SA2380460000000,80460,"Bridgton-Paris, ME LMA"
1442,SA2380460000000,80460,"Bridgton-Paris, ME LMA"
1443,SA2380460000000,80460,"Bridgton-Paris, ME LMA"
1444,SA2380460000000,80460,"Bridgton-Paris, ME LMA"
1445,MC2372250000000,72250,"Brunswick, ME Micropolitan NECTA"
1446,MC2372250000000,72250,"Brunswick, ME Micropolitan NECTA"
1447,MC2372250000000,72250,"Brunswick, ME Micropolitan NECTA"
1448,MC2372250000000,72250,"Brunswick, ME Micropolitan NECTA"
1449,MC2372250000000,72250,"Brunswick, ME Micropolitan NECTA"
1450,MC2372250000000,72250,"Brunswick, ME Micropolitan NECTA"
1451,MC2372250000000,72250,"Brunswick, ME Micropolitan NECTA"
1452,MC2372250000000,72250,"Brunswick, ME Micropolitan NECTA"
1453,MC2372250000000,72250,"Brunswick, ME Micropolitan NECTA"
1454,MC2372250000000,72250,"Brunswick, ME Micropolitan NECTA"
1455,MC2372250000000,72250,"Brunswick, ME Micropolitan NECTA"
1456,MC2372250000000,72250,"Brunswick, ME Micropolitan NECTA"
1457,MC2372250000000,72250,"Brunswick, ME Micropolitan NECTA"
1458,MC2372250000000,72250,"Brunswick, ME Micropolitan NECTA"
1459,SA2380540000000,80540,"Calais, ME LMA"
1460,SA2380540000000,80540,"Calais, ME LMA"
1461,SA2380540000000,80540,"Calais, ME LMA"
1462,SA2380540000000,80540,"Calais, ME LMA"
1463,SA2380540000000,80540,"Calais, ME LMA"
