COUNTY,Year,LABOR_FORCE,EMPLOYED,UNEMPLOYED
"Young County, TX",2016,"8,312","7,948",364
"Zapata County, TX",2016,"5,209","4,649",560
"Zavala County, TX",2016,"3,887","3,348",539
"Beaver County, UT",2016,"3,078","2,926",152
"Box Elder County, UT",2016,"24,696","23,835",861
"Cache County, UT",2016,"61,265","59,396","1,869"
"Carbon County, UT",2016,"8,338","7,843",495
"Daggett County, UT",2016,464,440,24
"Davis County, UT",2016,"164,429","159,244","5,185"
"Duchesne County, UT",2016,"8,116","7,396",720
"Emery County, UT",2016,"4,266","4,000",266
"Garfield County, UT",2016,"2,796","2,562",234
"Grand County, UT",2016,"5,729","5,393",336
"Iron County, UT",2016,"21,478","20,543",935
"Juab County, UT",2016,"5,221","5,031",190
"Kane County, UT",2016,"3,695","3,554",141
"Millard County, UT",2016,"6,215","6,008",207
"Morgan County, UT",2016,"5,145","4,992",153
"Piute County, UT",2016,458,431,27
"Rich County, UT",2016,"1,096","1,061",35
"Salt Lake County, UT",2016,"601,889","582,791","19,098"
"San Juan County, UT",2016,"5,745","5,281",464
"Sanpete County, UT",2016,"11,804","11,335",469
"Sevier County, UT",2016,"9,593","9,173",420
"Summit County, UT",2016,"23,885","23,134",751
"Tooele County, UT",2016,"30,841","29,672","1,169"
"Uintah County, UT",2016,"14,138","12,821","1,317"
"Utah County, UT",2016,"279,061","270,441","8,620"
"Wasatch County, UT",2016,"13,909","13,439",470
"Washington County, UT",2016,"67,287","64,776","2,511"
"Wayne County, UT",2016,"1,428","1,316",112
"Weber County, UT",2016,"120,177","115,566","4,611"
"Addison County, VT",2016,"20,858","20,238",620
"Bennington County, VT",2016,"18,451","17,756",695
"Caledonia County, VT",2016,"14,907","14,285",622
"Chittenden County, VT",2016,"95,242","92,859","2,383"
"Essex County, VT",2016,"2,701","2,566",135
"Franklin County, VT",2016,"27,364","26,513",851
"Grand Isle County, VT",2016,"3,977","3,828",149
"Lamoille County, VT",2016,"13,926","13,334",592
"Orange County, VT",2016,"15,902","15,407",495
"Orleans County, VT",2016,"13,541","12,829",712
"Rutland County, VT",2016,"31,467","30,278","1,189"
"Washington County, VT",2016,"33,910","32,827","1,083"
"Windham County, VT",2016,"23,225","22,451",774
"Windsor County, VT",2016,"29,337","28,475",862
"Accomack County, VA",2016,"15,781","15,002",779
"Albemarle County, VA",2016,"54,377","52,428","1,949"
"Alleghany County, VA",2016,"6,924","6,568",356
"Amelia County, VA",2016,"6,190","5,924",266
"Amherst County, VA",2016,"14,970","14,308",662
"Appomattox County, VA",2016,"6,988","6,658",330
"Arlington County, VA",2016,"146,165","142,305","3,860"
"Augusta County, VA",2016,"36,792","35,432","1,360"
"Bath County, VA",2016,"2,491","2,398",93
"Bedford County, VA",2016,"37,910","36,346","1,564"
"Bland County, VA",2016,"2,736","2,591",145
"Botetourt County, VA",2016,"17,325","16,690",635
"Brunswick County, VA",2016,"6,202","5,830",372
"Buchanan County, VA",2016,"6,853","6,112",741
"Buckingham County, VA",2016,"6,258","5,916",342
"Campbell County, VA",2016,"25,904","24,744","1,160"
"Caroline County, VA",2016,"14,838","14,169",669
"Carroll County, VA",2016,"12,945","12,273",672
"Charles City County, VA",2016,"3,715","3,544",171
"Charlotte County, VA",2016,"5,246","4,980",266
"Chesterfield County, VA",2016,"180,468","173,432","7,036"
"Clarke County, VA",2016,"7,424","7,156",268
"Craig County, VA",2016,"2,347","2,234",113
"Culpeper County, VA",2016,"23,415","22,498",917
"Cumberland County, VA",2016,"4,597","4,383",214
"Dickenson County, VA",2016,"4,570","4,112",458
"Dinwiddie County, VA",2016,"13,427","12,766",661
"Essex County, VA",2016,"5,517","5,247",270
"Fairfax County, VA",2016,"615,850","595,783","20,067"
"Fauquier County, VA",2016,"35,872","34,611","1,261"
"Floyd County, VA",2016,"8,178","7,842",336
"Fluvanna County, VA",2016,"13,162","12,715",447
"Franklin County, VA",2016,"26,331","25,190","1,141"
"Frederick County, VA",2016,"45,273","43,673","1,600"
"Giles County, VA",2016,"7,931","7,501",430
"Gloucester County, VA",2016,"19,063","18,359",704
"Goochland County, VA",2016,"10,814","10,402",412
"Grayson County, VA",2016,"7,013","6,651",362
"Greene County, VA",2016,"9,917","9,589",328
"Greensville County, VA",2016,"4,202","3,987",215
"Halifax County, VA",2016,"14,846","13,971",875
"Hanover County, VA",2016,"57,089","55,067","2,022"
"Henrico County, VA",2016,"178,588","171,556","7,032"
"Henry County, VA",2016,"22,113","20,865","1,248"
"Highland County, VA",2016,"1,305","1,264",41
"Isle of Wight County, VA",2016,"18,904","18,081",823
"James City County, VA",2016,"34,812","33,450","1,362"
"King and Queen County, VA",2016,"3,655","3,501",154
"King George County, VA",2016,"12,302","11,771",531
"King William County, VA",2016,"8,737","8,402",335
"Lancaster County, VA",2016,"5,103","4,813",290
"Lee County, VA",2016,"8,434","7,855",579
"Loudoun County, VA",2016,"206,982","200,302","6,680"
"Louisa County, VA",2016,"18,542","17,826",716
"Lunenburg County, VA",2016,"5,245","5,001",244
"Madison County, VA",2016,"7,162","6,936",226
"Mathews County, VA",2016,"4,033","3,870",163
"Mecklenburg County, VA",2016,"12,445","11,738",707
"Middlesex County, VA",2016,"5,020","4,826",194
"Montgomery County, VA",2016,"49,659","47,584","2,075"
"Nelson County, VA",2016,"7,225","6,962",263
"New Kent County, VA",2016,"11,655","11,256",399
"Northampton County, VA",2016,"5,869","5,525",344
"Northumberland County, VA",2016,"5,442","5,142",300
"Nottoway County, VA",2016,"7,025","6,742",283
"Orange County, VA",2016,"16,340","15,669",671
"Page County, VA",2016,"11,579","10,929",650
"Patrick County, VA",2016,"7,942","7,553",389
"Pittsylvania County, VA",2016,"29,658","28,234","1,424"
"Powhatan County, VA",2016,"13,617","13,129",488
"Prince Edward County, VA",2016,"10,141","9,595",546
"Prince George County, VA",2016,"14,911","14,179",732
"Prince William County, VA",2016,"234,613","225,972","8,641"
"Pulaski County, VA",2016,"16,250","15,272",978
"Rappahannock County, VA",2016,"3,706","3,574",132
"Richmond County, VA",2016,"3,903","3,757",146
"Roanoke County, VA",2016,"49,064","47,292","1,772"
"Rockbridge County, VA",2016,"10,447","9,986",461
"Rockingham County, VA",2016,"40,499","39,061","1,438"
"Russell County, VA",2016,"11,230","10,497",733
"Scott County, VA",2016,"9,412","8,947",465
"Shenandoah County, VA",2016,"20,798","20,007",791
"Smyth County, VA",2016,"13,659","12,859",800
"Southampton County, VA",2016,"9,023","8,665",358
"Spotsylvania County, VA",2016,"64,850","62,172","2,678"
"Stafford County, VA",2016,"68,194","65,495","2,699"
"Surry County, VA",2016,"3,652","3,458",194
"Sussex County, VA",2016,"3,943","3,693",250
"Tazewell County, VA",2016,"15,937","14,730","1,207"
"Warren County, VA",2016,"19,671","18,867",804
"Washington County, VA",2016,"26,810","25,588","1,222"
"Westmoreland County, VA",2016,"8,966","8,551",415
"Wise County, VA",2016,"13,191","12,062","1,129"
"Wythe County, VA",2016,"13,641","12,855",786
"York County, VA",2016,"32,065","30,807","1,258"
"Alexandria city, VA",2016,"96,239","93,414","2,825"
"Bristol city, VA",2016,"7,438","7,057",381
"Buena Vista city, VA",2016,"3,271","3,103",168
"Charlottesville city, VA",2016,"24,842","23,995",847
"Chesapeake city, VA",2016,"117,771","112,686","5,085"
"Colonial Heights city, VA",2016,"8,700","8,306",394
"Covington city, VA",2016,"2,379","2,238",141
"Danville city, VA",2016,"19,083","17,914","1,169"
"Emporia city, VA",2016,"2,242","2,096",146
"Fairfax city, VA",2016,"12,953","12,553",400
"Falls Church city, VA",2016,"7,968","7,748",220
"Franklin city, VA",2016,"3,533","3,316",217
"Fredericksburg city, VA",2016,"13,541","12,886",655
"Galax city, VA",2016,"2,898","2,753",145
"Hampton city, VA",2016,"63,883","60,204","3,679"
"Harrisonburg city, VA",2016,"24,197","23,017","1,180"
"Hopewell city, VA",2016,"9,765","9,121",644
"Lexington city, VA",2016,"2,262","2,122",140
"Lynchburg city, VA",2016,"35,471","33,608","1,863"
"Manassas city, VA",2016,"21,563","20,777",786
"Manassas Park city, VA",2016,"8,468","8,156",312
"Martinsville city, VA",2016,"5,156","4,788",368
"Newport News city, VA",2016,"88,716","84,126","4,590"
"Norfolk city, VA",2016,"110,200","104,318","5,882"
"Norton city, VA",2016,"1,659","1,544",115
"Petersburg city, VA",2016,"13,191","12,147","1,044"
"Poquoson city, VA",2016,"6,158","5,940",218
"Portsmouth city, VA",2016,"44,009","41,276","2,733"
"Radford city, VA",2016,"8,247","7,796",451
"Richmond city, VA",2016,"114,503","109,125","5,378"
"Roanoke city, VA",2016,"48,866","46,742","2,124"
"Salem city, VA",2016,"12,873","12,361",512
"Staunton city, VA",2016,"11,775","11,310",465
"Suffolk city, VA",2016,"42,903","40,871","2,032"
"Virginia Beach city, VA",2016,"228,884","219,722","9,162"
"Waynesboro city, VA",2016,"10,177","9,750",427
"Williamsburg city, VA",2016,"6,704","6,329",375
"Winchester city, VA",2016,"14,304","13,726",578
"Adams County, WA",2016,"8,711","8,150",561
"Asotin County, WA",2016,"9,956","9,462",494
"Benton County, WA",2016,"94,235","88,317","5,918"
"Chelan County, WA",2016,"43,265","40,797","2,468"
"Clallam County, WA",2016,"27,298","25,231","2,067"
"Clark County, WA",2016,"220,633","207,286","13,347"
"Columbia County, WA",2016,"1,717","1,606",111
"Cowlitz County, WA",2016,"44,818","41,623","3,195"
"Douglas County, WA",2016,"20,526","19,116","1,410"
"Ferry County, WA",2016,"2,491","2,235",256
"Franklin County, WA",2016,"39,829","36,877","2,952"
"Garfield County, WA",2016,919,866,53
"Grant County, WA",2016,"44,550","41,379","3,171"
"Grays Harbor County, WA",2016,"27,224","24,965","2,259"
"Island County, WA",2016,"32,715","30,794","1,921"
"Jefferson County, WA",2016,"11,500","10,691",809
"King County, WA",2016,"1,211,626","1,163,875","47,751"
"Kitsap County, WA",2016,"118,087","111,546","6,541"
"Kittitas County, WA",2016,"21,520","20,243","1,277"
"Klickitat County, WA",2016,"9,638","8,984",654
"Lewis County, WA",2016,"31,899","29,420","2,479"
"Lincoln County, WA",2016,"4,888","4,616",272
"Mason County, WA",2016,"23,489","21,723","1,766"
"Okanogan County, WA",2016,"21,396","19,977","1,419"
"Pacific County, WA",2016,"8,285","7,621",664
"Pend Oreille County, WA",2016,"4,658","4,244",414
"Pierce County, WA",2016,"404,347","380,137","24,210"
"San Juan County, WA",2016,"7,870","7,503",367
"Skagit County, WA",2016,"57,929","54,172","3,757"
"Skamania County, WA",2016,"5,070","4,720",350
"Snohomish County, WA",2016,"414,786","396,826","17,960"
"Spokane County, WA",2016,"234,348","220,149","14,199"
"Stevens County, WA",2016,"17,876","16,410","1,466"
"Thurston County, WA",2016,"129,691","122,413","7,278"
"Wahkiakum County, WA",2016,"1,288","1,177",111
"Walla Walla County, WA",2016,"28,695","27,149","1,546"
"Whatcom County, WA",2016,"107,044","100,841","6,203"
"Whitman County, WA",2016,"23,091","21,940","1,151"
"Yakima County, WA",2016,"125,788","116,297","9,491"
"Barbour County, WV",2016,"6,963","6,489",474
"Berkeley County, WV",2016,"54,111","51,966","2,145"
"Boone County, WV",2016,"7,992","7,264",728
"Braxton County, WV",2016,"5,494","5,012",482
"Brooke County, WV",2016,"9,984","9,280",704
"Cabell County, WV",2016,"41,232","39,247","1,985"
"Calhoun County, WV",2016,"2,623","2,286",337
"Clay County, WV",2016,"3,260","2,922",338
"Doddridge County, WV",2016,"3,783","3,587",196
"Fayette County, WV",2016,"15,980","14,712","1,268"
"Gilmer County, WV",2016,"2,541","2,331",210
"Grant County, WV",2016,"5,958","5,604",354
"Greenbrier County, WV",2016,"15,692","14,844",848
"Hampshire County, WV",2016,"9,900","9,469",431
"Hancock County, WV",2016,"12,863","11,962",901
"Hardy County, WV",2016,"5,720","5,394",326
"Harrison County, WV",2016,"32,361","30,471","1,890"
"Jackson County, WV",2016,"12,010","11,231",779
"Jefferson County, WV",2016,"28,569","27,607",962
"Kanawha County, WV",2016,"85,335","80,673","4,662"
"Lewis County, WV",2016,"6,831","6,250",581
"Lincoln County, WV",2016,"7,293","6,670",623
"Logan County, WV",2016,"11,163","10,024","1,139"
"McDowell County, WV",2016,"5,085","4,467",618
"Marion County, WV",2016,"25,682","24,002","1,680"
"Marshall County, WV",2016,"14,072","12,950","1,122"
"Mason County, WV",2016,"10,035","9,319",716
"Mercer County, WV",2016,"21,697","20,245","1,452"
"Mineral County, WV",2016,"11,914","11,204",710
"Mingo County, WV",2016,"6,731","5,882",849
"Monongalia County, WV",2016,"51,304","49,084","2,220"
"Monroe County, WV",2016,"5,981","5,709",272
"Morgan County, WV",2016,"7,658","7,322",336
"Nicholas County, WV",2016,"9,591","8,745",846
"Ohio County, WV",2016,"20,637","19,492","1,145"
"Pendleton County, WV",2016,"3,656","3,514",142
"Pleasants County, WV",2016,"2,955","2,713",242
"Pocahontas County, WV",2016,"3,728","3,480",248
"Preston County, WV",2016,"14,859","14,005",854
"Putnam County, WV",2016,"25,786","24,526","1,260"
"Raleigh County, WV",2016,"29,947","27,853","2,094"
"Randolph County, WV",2016,"12,211","11,480",731
"Ritchie County, WV",2016,"4,566","4,267",299
"Roane County, WV",2016,"5,204","4,668",536
"Summers County, WV",2016,"4,572","4,292",280
"Taylor County, WV",2016,"7,822","7,381",441
"Tucker County, WV",2016,"3,477","3,289",188
"Tyler County, WV",2016,"3,549","3,233",316
"Upshur County, WV",2016,"9,810","9,070",740
"Wayne County, WV",2016,"15,538","14,512","1,026"
"Webster County, WV",2016,"3,491","3,200",291
"Wetzel County, WV",2016,"7,205","6,539",666
"Wirt County, WV",2016,"2,232","2,036",196
"Wood County, WV",2016,"36,836","34,720","2,116"
"Wyoming County, WV",2016,"7,423","6,666",757
"Adams County, WI",2016,"8,299","7,799",500
"Ashland County, WI",2016,"7,971","7,539",432
"Barron County, WI",2016,"24,401","23,291","1,110"
"Bayfield County, WI",2016,"7,551","7,030",521
"Brown County, WI",2016,"141,443","136,333","5,110"
"Buffalo County, WI",2016,"6,586","6,292",294
"Burnett County, WI",2016,"7,192","6,760",432
"Calumet County, WI",2016,"27,773","26,883",890
"Chippewa County, WI",2016,"33,430","32,008","1,422"
"Clark County, WI",2016,"17,567","16,881",686
"Columbia County, WI",2016,"31,638","30,499","1,139"
"Crawford County, WI",2016,"7,939","7,551",388
"Dane County, WI",2016,"318,384","309,310","9,074"
"Dodge County, WI",2016,"47,965","46,217","1,748"
"Door County, WI",2016,"15,540","14,769",771
"Douglas County, WI",2016,"23,618","22,380","1,238"
"Dunn County, WI",2016,"24,374","23,379",995
"Eau Claire County, WI",2016,"58,996","56,984","2,012"
"Florence County, WI",2016,"2,233","2,101",132
"Fond du Lac County, WI",2016,"57,047","55,042","2,005"
"Forest County, WI",2016,"4,008","3,759",249
"Grant County, WI",2016,"28,261","27,157","1,104"
"Green County, WI",2016,"21,251","20,544",707
"Green Lake County, WI",2016,"9,783","9,305",478
"Iowa County, WI",2016,"13,726","13,245",481
"Iron County, WI",2016,"2,644","2,447",197
"Jackson County, WI",2016,"10,349","9,896",453
"Jefferson County, WI",2016,"45,797","44,017","1,780"
"Juneau County, WI",2016,"13,566","12,965",601
"Kenosha County, WI",2016,"88,690","84,565","4,125"
"Kewaunee County, WI",2016,"11,057","10,651",406
"La Crosse County, WI",2016,"67,699","65,258","2,441"
"Lafayette County, WI",2016,"9,864","9,550",314
"Langlade County, WI",2016,"9,596","9,098",498
"Lincoln County, WI",2016,"15,293","14,625",668
"Manitowoc County, WI",2016,"41,933","40,128","1,805"
"Marathon County, WI",2016,"73,771","71,151","2,620"
"Marinette County, WI",2016,"20,277","19,166","1,111"
"Marquette County, WI",2016,"7,570","7,185",385
"Menominee County, WI",2016,"1,578","1,458",120
"Milwaukee County, WI",2016,"477,610","453,900","23,710"
"Monroe County, WI",2016,"23,075","22,193",882
"Oconto County, WI",2016,"20,510","19,601",909
"Oneida County, WI",2016,"18,629","17,721",908
"Outagamie County, WI",2016,"104,081","100,418","3,663"
"Ozaukee County, WI",2016,"49,144","47,506","1,638"
"Pepin County, WI",2016,"4,176","4,017",159
"Pierce County, WI",2016,"24,734","23,734","1,000"
"Polk County, WI",2016,"24,933","23,791","1,142"
"Portage County, WI",2016,"39,574","38,064","1,510"
"Price County, WI",2016,"6,897","6,601",296
"Racine County, WI",2016,"99,941","95,020","4,921"
"Richland County, WI",2016,"9,284","8,935",349
"Rock County, WI",2016,"84,290","80,583","3,707"
"Rusk County, WI",2016,"7,018","6,660",358
"St. Croix County, WI",2016,"49,769","47,895","1,874"
"Sauk County, WI",2016,"35,308","34,049","1,259"
"Sawyer County, WI",2016,"7,937","7,441",496
"Shawano County, WI",2016,"21,339","20,453",886
"Sheboygan County, WI",2016,"61,857","59,760","2,097"
"Taylor County, WI",2016,"11,103","10,645",458
"Trempealeau County, WI",2016,"16,700","16,084",616
"Vernon County, WI",2016,"15,793","15,216",577
"Vilas County, WI",2016,"9,998","9,430",568
"Walworth County, WI",2016,"57,824","55,517","2,307"
"Washburn County, WI",2016,"7,993","7,595",398
"Washington County, WI",2016,"77,359","74,774","2,585"
"Waukesha County, WI",2016,"225,291","217,528","7,763"
"Waupaca County, WI",2016,"27,028","25,962","1,066"
"Waushara County, WI",2016,"11,506","10,927",579
"Winnebago County, WI",2016,"93,262","89,943","3,319"
"Wood County, WI",2016,"34,692","33,054","1,638"
"Albany County, WY",2016,"20,988","20,315",673
"Big Horn County, WY",2016,"5,544","5,268",276
"Campbell County, WY",2016,"24,427","22,667","1,760"
"Carbon County, WY",2016,"8,369","7,976",393
"Converse County, WY",2016,"7,883","7,391",492
"Crook County, WY",2016,"3,742","3,570",172
"Fremont County, WY",2016,"20,051","18,607","1,444"
"Goshen County, WY",2016,"7,034","6,790",244
"Hot Springs County, WY",2016,"2,427","2,310",117
"Johnson County, WY",2016,"4,211","3,985",226
"Laramie County, WY",2016,"48,836","46,805","2,031"
"Lincoln County, WY",2016,"8,731","8,320",411
"Natrona County, WY",2016,"41,038","38,106","2,932"
"Niobrara County, WY",2016,"1,339","1,295",44
"Park County, WY",2016,"15,943","15,188",755
"Platte County, WY",2016,"4,778","4,548",230
"Sheridan County, WY",2016,"16,139","15,377",762
"Sublette County, WY",2016,"4,235","3,962",273
"Sweetwater County, WY",2016,"22,154","20,811","1,343"
"Teton County, WY",2016,"15,257","14,729",528
"Uinta County, WY",2016,"9,433","8,884",549
"Washakie County, WY",2016,"4,217","4,016",201
"Weston County, WY",2016,"3,962","3,764",198
"Adjuntas Municipio, PR",2016,"4,465","3,714",751
"Aguada Municipio, PR",2016,"11,898","10,238","1,660"
"Aguadilla Municipio, PR",2016,"14,895","12,681","2,214"
"Aguas Buenas Municipio, PR",2016,"6,781","5,810",971
"Aibonito Municipio, PR",2016,"6,668","5,676",992
"Anasco Municipio, PR",2016,"8,886","7,744","1,142"
"Arecibo Municipio, PR",2016,"23,978","20,818","3,160"
"Arroyo Municipio, PR",2016,"5,136","4,184",952
"Barceloneta Municipio, PR",2016,"5,857","5,030",827
"Barranquitas Municipio, PR",2016,"7,475","6,517",958
"Bayamon Municipio, PR",2016,"66,306","60,358","5,948"
"Cabo Rojo Municipio, PR",2016,"14,156","12,396","1,760"
"Caguas Municipio, PR",2016,"48,226","43,251","4,975"
"Camuy Municipio, PR",2016,"9,497","8,324","1,173"
"Canovanas Municipio, PR",2016,"16,261","14,394","1,867"
"Carolina Municipio, PR",2016,"62,118","56,753","5,365"
"Catano Municipio, PR",2016,"7,906","7,114",792
"Cayey Municipio, PR",2016,"16,207","14,470","1,737"
"Ceiba Municipio, PR",2016,"3,795","3,299",496
"Ciales Municipio, PR",2016,"3,836","3,218",618
"Cidra Municipio, PR",2016,"15,568","13,976","1,592"
"Coamo Municipio, PR",2016,"10,859","8,897","1,962"
"Comerio Municipio, PR",2016,"5,067","4,385",682
"Corozal Municipio, PR",2016,"9,242","8,108","1,134"
"Culebra Municipio, PR",2016,895,865,30
"Dorado Municipio, PR",2016,"12,915","11,874","1,041"
"Fajardo Municipio, PR",2016,"11,276","9,721","1,555"
"Florida Municipio, PR",2016,"3,367","2,880",487
"Guanica Municipio, PR",2016,"4,138","3,392",746
"Guayama Municipio, PR",2016,"12,041","10,069","1,972"
"Guayanilla Municipio, PR",2016,"5,288","4,299",989
"Guaynabo Municipio, PR",2016,"37,162","34,951","2,211"
"Gurabo Municipio, PR",2016,"17,500","16,015","1,485"
"Hatillo Municipio, PR",2016,"13,312","11,245","2,067"
"Hormigueros Municipio, PR",2016,"5,617","4,930",687
"Humacao Municipio, PR",2016,"17,452","14,993","2,459"
"Isabela Municipio, PR",2016,"12,602","10,827","1,775"
"Jayuya Municipio, PR",2016,"4,218","3,673",545
"Juana Diaz Municipio, PR",2016,"15,584","13,329","2,255"
"Juncos Municipio, PR",2016,"12,451","10,809","1,642"
"Lajas Municipio, PR",2016,"5,627","4,577","1,050"
"Lares Municipio, PR",2016,"7,405","5,976","1,429"
"Las Marias Municipio, PR",2016,"2,862","2,437",425
"Las Piedras Municipio, PR",2016,"11,357","9,829","1,528"
"Loiza Municipio, PR",2016,"8,647","7,669",978
"Luquillo Municipio, PR",2016,"6,329","5,431",898
"Manati Municipio, PR",2016,"11,639","10,288","1,351"
"Maricao Municipio, PR",2016,"1,953","1,656",297
"Maunabo Municipio, PR",2016,"3,018","2,465",553
"Mayaguez Municipio, PR",2016,"23,206","20,025","3,181"
"Moca Municipio, PR",2016,"10,736","9,067","1,669"
"Morovis Municipio, PR",2016,"8,113","7,023","1,090"
"Naguabo Municipio, PR",2016,"8,081","7,085",996
"Naranjito Municipio, PR",2016,"7,255","6,315",940
"Orocovis Municipio, PR",2016,"5,199","4,394",805
"Patillas Municipio, PR",2016,"4,810","3,818",992
"Penuelas Municipio, PR",2016,"6,116","5,096","1,020"
"Ponce Municipio, PR",2016,"47,774","41,369","6,405"
"Quebradillas Municipio, PR",2016,"6,075","5,106",969
"Rincon Municipio, PR",2016,"4,627","3,905",722
"Rio Grande Municipio, PR",2016,"17,081","15,292","1,789"
"Sabana Grande Municipio, PR",2016,"6,440","5,420","1,020"
"Salinas Municipio, PR",2016,"7,561","5,924","1,637"
"San German Municipio, PR",2016,"10,348","8,769","1,579"
"San Juan Municipio, PR",2016,"135,057","124,410","10,647"
"San Lorenzo Municipio, PR",2016,"11,900","10,411","1,489"
"San Sebastian Municipio, PR",2016,"10,712","8,688","2,024"
"Santa Isabel Municipio, PR",2016,"9,889","8,238","1,651"
"Toa Alta Municipio, PR",2016,"26,531","24,327","2,204"
"Toa Baja Municipio, PR",2016,"29,730","27,052","2,678"
"Trujillo Alto Municipio, PR",2016,"27,107","25,157","1,950"
"Utuado Municipio, PR",2016,"6,879","5,813","1,066"
"Vega Alta Municipio, PR",2016,"9,870","8,734","1,136"
"Vega Baja Municipio, PR",2016,"13,722","11,821","1,901"
"Vieques Municipio, PR",2016,"3,257","2,912",345
"Villalba Municipio, PR",2016,"7,808","6,231","1,577"
"Yabucoa Municipio, PR",2016,"9,073","7,540","1,533"
"Yauco Municipio, PR",2016,"10,726","8,713","2,013"
