Last Report Year,5 Digit NTDID,4 Digit NTDID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,Primary UZA Name,UZA,UZA Area SQ Miles,UZA Population,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
2016,40001,4001,Chattanooga Area Regional Transportation Authority(CARTA),Active,Full Reporter,Chattanooga,TN,2010,"Chattanooga, TN-GA",100,300,"381,112","$2,826,890","$2,787,280","$3,004,681","$3,180,008","$3,390,469","$3,474,787","$4,022,651","$3,933,376","$4,034,531","$4,107,700","$4,218,794","$4,405,584","$4,573,062","$4,580,290","$5,031,949"
2016,40002,4002,Knoxville Area Transit(KAT),Active,Full Reporter,Knoxville,TN,2010,"Knoxville, TN",74,438,"558,696","$839,173","$902,728","$915,752","$954,268","$1,085,735","$1,243,624","$1,431,088","$1,407,068","$1,232,053","$1,507,790","$1,637,208","$1,814,224","$1,909,083","$2,014,124","$2,002,577"
2016,40003,4003,Memphis Area Transit Authority(MATA),Active,Full Reporter,Memphis,TN,2010,"Memphis, TN-MS-AR",41,497,"1,060,061","$9,858,349","$9,127,290","$9,083,208","$8,162,764","$9,096,975","$9,215,357","$9,599,517","$9,616,007","$9,179,530","$9,648,482","$10,210,356","$10,498,491","$9,330,136","$8,301,401","$7,848,404"
2016,40004,4004,Metropolitan Transit Authority(MTA),Active,Full Reporter,Nashville,TN,2010,"Nashville-Davidson, TN",44,563,"969,587","$6,227,629","$6,808,631","$6,992,869","$7,198,807","$8,495,864","$7,860,859","$9,296,454","$10,513,308","$9,087,751","$9,370,624","$10,910,758","$11,935,210","$12,428,577","$12,681,822","$11,826,356"
2016,40005,4005,ART (Asheville Redefines Transit)(ART),Active,Full Reporter,Asheville,NC,2010,"Asheville, NC",133,265,"280,648","$544,943","$615,052","$689,046","$692,839","$754,560","$585,915","$842,842","$805,343","$828,675","$930,933","$829,432","$850,704","$676,236","$670,025","$790,462"
2016,40006,4006,Cape Fear Public Transportation Authority(Wave),Active,Full Reporter,Wilmington,NC,2010,"Wilmington, NC",161,134,"219,957","$374,124","$370,587","$677,119","$755,615","$652,269","$753,920","$716,333","$742,625","$1,503,963",$0,"$4,454,352","$4,033,614","$4,414,854","$2,064,451","$2,428,398"
2016,40007,4007,Capital Area Transit(CAT),Active,Full Reporter,Raleigh,NC,2010,"Raleigh, NC",50,518,"884,891","$1,891,695","$1,675,837","$1,599,537","$1,737,429","$1,970,955","$1,936,902","$2,286,224","$2,837,587","$3,240,320","$3,506,373","$3,758,559","$3,762,794","$3,760,420","$4,060,971","$4,126,794"
2016,40008,4008,Charlotte Area Transit System(CATS),Active,Full Reporter,Charlotte,NC,2010,"Charlotte, NC-SC",38,741,"1,249,442","$8,972,871","$8,986,622","$9,952,655","$10,769,955","$12,614,966","$13,283,728","$16,554,610","$21,431,190","$20,277,652","$23,439,299","$24,878,955","$27,265,176","$27,285,529","$28,971,099","$30,687,363"
2016,40009,4009,Fayetteville Area System of Transit(FAST),Active,Full Reporter,Fayetteville,NC,2010,"Fayetteville, NC",122,198,"310,282","$521,062","$522,710","$439,865","$455,249","$470,187","$546,482","$577,176","$602,896","$707,872","$878,366","$1,013,331","$1,103,948","$1,228,162","$1,326,703","$1,322,586"
2016,40010,4010,Gastonia Transit(Gastonia Transit),Active,Reduced Reporter,Gastonia,NC,2010,"Gastonia, NC-SC",200,139,"169,495",,,,,,,,,,$0,"$203,744","$203,419","$190,545","$182,258","$191,852"
2016,40011,4011,High Point Transit(Hi tran),Active,Reduced Reporter,High Point,NC,2010,"High Point, NC",202,113,"166,485","$383,358","$371,170","$367,352","$444,417","$456,086","$476,531","$502,639","$521,985","$514,103","$516,160","$575,310","$562,545","$547,966","$611,245","$475,261"
2016,40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County(WSTA),Active,Full Reporter,Winston-Salem,NC,2010,"Winston-Salem, NC",95,323,"391,024","$2,173,872","$2,116,285","$2,104,910","$2,159,278","$2,380,021","$2,396,613","$2,479,316","$2,603,357","$2,436,477","$2,566,440","$2,714,337","$2,678,510","$2,441,197","$2,312,457","$2,178,858"
2016,40014,4014,Ms Coast Transportation Authority(CTA),Active,Full Reporter,Gulfport,MS,2010,"Gulfport, MS",175,165,"208,948","$830,482","$805,311","$794,290","$687,932","$328,716","$701,580","$987,317","$1,153,232","$868,662","$1,140,163","$1,558,419","$1,281,624","$1,197,419","$808,018","$1,087,583"
2016,40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division(JATRAN)",Active,Full Reporter,Jackson,MS,2010,"Jackson, MS",107,242,"351,478","$387,468","$524,819","$441,722","$384,505","$389,751","$401,990","$359,065","$357,677","$361,632","$464,981","$518,308","$601,436","$618,376","$583,416","$406,195"
2016,40016,4016,Ashland Bus System(ABS),Active,Reduced Reporter,Ashland,KY,2010,"Huntington, WV-KY-OH",178,130,"202,637",,,,,,,,,,"$66,026","$72,483","$78,595","$61,760","$55,199","$56,356"
2016,40017,4017,Lexington Transit Authority(LexTran),Active,Full Reporter,Lexington,KY,2010,"Lexington-Fayette, KY",131,88,"290,263","$1,720,472","$1,497,488","$1,383,773","$1,269,465","$1,687,166","$1,936,368","$2,192,406","$2,367,899","$2,405,566","$2,806,654","$2,806,546","$2,833,256","$2,755,523","$3,009,999","$3,105,213"
2016,40018,4018,Transit Authority of River City(TARC),Active,Full Reporter,Louisville,KY,2010,"Louisville/Jefferson County, KY-IN",43,477,"972,546","$6,035,991","$5,468,427","$5,507,604","$6,889,550","$7,190,456","$7,357,342","$9,945,314","$11,032,937","$10,375,150","$10,538,621","$11,121,110","$12,445,528","$12,392,125","$12,571,841","$12,629,873"
2016,40019,4019,Transit Authority of Northern Kentucky(TANK),Active,Full Reporter,Fort Wright,KY,2010,"Cincinnati, OH-KY-IN",30,788,"1,624,827","$3,103,250","$2,917,160","$3,265,070","$3,275,944","$3,456,109","$3,568,332","$3,699,085","$4,001,322","$4,002,404","$4,062,603","$4,219,995","$4,327,273","$4,360,778","$4,487,155","$4,360,524"
2016,40020,4020,Owensboro Transit System(OTS),Active,Reduced Reporter,Owensboro,KY,2010,"Owensboro, KY",391,34,"70,543",,,,,,,,,,$0,"$118,324","$110,066","$126,033","$149,858","$114,485"
2016,40021,4021,Albany Transit System(ATS),Active,Full Reporter,Albany,GA,2010,"Albany, GA",309,71,"95,779","$345,034","$332,086","$390,075","$377,687","$397,595","$416,285","$408,991","$472,908","$457,214","$503,843","$545,914","$559,690","$577,127","$581,485","$522,453"
2016,40022,4022,Metropolitan Atlanta Rapid Transit Authority(MARTA),Active,Full Reporter,Atlanta,GA,2010,"Atlanta, GA",9,"2,645","4,515,419","$100,061,999","$94,420,041","$94,125,687","$93,825,690","$96,569,846","$102,141,681","$101,216,344","$104,966,518","$108,642,804","$113,368,096","$130,642,970","$138,575,046","$137,938,167","$143,717,095","$138,246,555"
2016,40023,4023,Augusta Richmond County Transit Department(APT),Active,Full Reporter,Augusta,GA,2010,"Augusta-Richmond County, GA-SC",98,260,"386,787","$649,706","$610,126","$735,568","$677,709","$623,681","$584,646","$692,059","$668,969","$699,381","$567,653","$672,531","$666,632","$785,220","$700,831","$684,548"
2016,40024,4024,"Metra Transit System (Columbus, GA)(Metra)",Active,Reduced Reporter,Columbus,GA,2010,"Columbus, GA-AL",147,147,"253,602","$717,807","$721,634","$752,975","$769,305","$908,939","$867,767","$944,825","$972,354","$952,408","$829,752","$646,501","$1,040,859","$1,082,917","$1,082,657","$998,642"
2016,40025,4025,Chatham Area Transit Authority(CAT),Active,Full Reporter,Savannah,GA,2010,"Savannah, GA",144,165,"260,677","$2,756,009","$2,766,389","$3,106,301","$3,238,807","$3,337,179","$3,560,067","$3,441,951","$3,037,171","$3,273,187","$3,353,543","$3,458,466","$3,467,365","$2,933,803","$2,962,771","$2,705,623"
2016,40026,4026,Manatee County Area Transit(MCAT),Active,Full Reporter,Bradenton,FL,2010,"Sarasota-Bradenton, FL",64,327,"643,260","$415,012","$462,902","$507,424","$596,368","$576,047","$598,786","$717,105","$780,005","$865,505","$940,927","$1,132,060","$1,141,271","$1,170,812","$1,303,739","$1,250,090"
2016,40027,4027,Pinellas Suncoast Transit Authority(PSTA),Active,Full Reporter,St. Petersburg,FL,2010,"Tampa-St. Petersburg, FL",17,957,"2,441,770","$8,424,007","$8,592,425","$8,713,525","$8,939,519","$8,869,517","$11,611,518","$12,015,814","$12,168,671","$11,912,988","$13,865,228","$15,405,788","$15,204,468","$15,006,874","$13,769,227","$12,345,497"
2016,40028,4028,Lee County Transit(LeeTran),Active,Full Reporter,Fort Myers,FL,2010,"Cape Coral, FL",78,330,"530,290","$1,630,402","$1,679,034","$1,565,058","$1,877,816","$2,211,855","$2,113,675","$2,311,884","$2,727,251","$2,727,377","$2,819,817","$3,221,217","$3,443,951","$3,365,315","$3,645,904","$3,481,580"
2016,40029,4029,Broward County Transit Division(BCT),Active,Full Reporter,Plantation,FL,2010,"Miami, FL",4,"1,239","5,502,379","$17,311,222","$17,484,170","$19,958,151","$21,124,820","$19,868,386","$20,772,851","$24,985,688","$24,702,985","$27,838,973","$31,881,883","$34,326,034","$34,954,740","$35,557,693","$35,006,418","$35,686,883"
2016,40030,4030,Gainesville Regional Transit System(RTS),Active,Full Reporter,Gainesville,FL,2010,"Gainesville, FL",187,87,"187,781","$714,183","$739,849","$6,325,217","$7,193,151","$7,961,439","$8,638,494","$8,870,168","$9,723,296","$10,256,958","$11,166,654","$12,466,279","$13,660,875","$14,732,556","$13,982,100","$14,856,202"
2016,40031,4031,Lakeland Area Mass Transit District(Citrus Connection),Active,Full Reporter,Lakeland,FL,2010,"Lakeland, FL",143,146,"262,596","$624,933","$608,838","$642,742","$649,271","$897,137","$861,018","$1,154,833","$1,311,927","$1,280,232","$1,486,789","$1,361,091","$1,903,921","$1,666,243","$409,976","$2,022,974"
2016,40032,4032,"County of Volusia, dba: VOTRAN(Votran)",Active,Full Reporter,South Daytona,FL,2010,"Palm Coast-Daytona Beach-Port Orange, FL",109,179,"349,064","$2,088,854","$4,485,675","$4,685,095","$4,552,462","$4,171,401","$5,147,977","$3,911,282","$3,063,316","$3,160,556","$3,343,773","$3,027,765","$3,392,359","$3,548,846","$3,607,543","$3,637,400"
2016,40034,4034,Miami-Dade Transit(MDT),Active,Full Reporter,Miami,FL,2010,"Miami, FL",4,"1,239","5,502,379","$67,723,655","$66,560,209","$71,309,543","$88,322,871","$92,888,206","$88,860,741","$89,273,031","$98,380,232","$100,505,402","$105,220,473","$109,887,287","$114,624,764","$120,533,896","$119,851,111","$111,087,829"
2016,40035,4035,Central Florida Regional Transportation Authority(LYNX),Active,Full Reporter,Orlando,FL,2010,"Orlando, FL",32,598,"1,510,516","$25,863,930","$14,276,809","$15,122,872","$17,456,245","$19,198,852","$19,482,103","$22,075,013","$21,800,327","$22,745,188","$26,465,034","$29,027,857","$29,954,030","$29,532,868","$28,533,448","$28,138,613"
2016,40036,4036,City of Tallahassee(StarMetro),Active,Full Reporter,Tallahassee,FL,2010,"Tallahassee, FL",153,127,"240,223","$3,191,787","$4,622,879","$4,300,735","$3,087,274","$2,928,505","$3,218,291","$3,911,566","$3,947,395","$4,207,094","$4,370,345","$4,301,721","$4,573,818","$4,597,026","$5,449,178","$5,433,581"
2016,40037,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.(PalmTran)",Active,Full Reporter,West Palm Beach,FL,2010,"Miami, FL",4,"1,239","5,502,379","$5,728,869","$6,339,426","$6,428,458","$7,490,199","$7,093,426","$7,541,237","$9,239,805","$8,736,574","$8,648,881","$10,084,217","$11,346,859","$11,586,016","$14,080,951","$13,129,680","$12,357,788"
2016,40038,4038,Escambia County Area Transit(ECAT),Active,Full Reporter,Pensacola,FL,2010,"Pensacola, FL-AL",113,233,"340,067","$940,363","$921,026","$919,842","$1,126,522","$1,431,512","$1,290,992","$1,324,603","$1,261,387","$1,378,482","$1,460,468","$1,907,034","$2,000,247","$1,974,636","$1,170,751","$1,195,692"
2016,40040,4040,Jacksonville Transportation Authority(JTA),Active,Full Reporter,Jacksonville,FL,2010,"Jacksonville, FL",40,530,"1,065,219","$17,240,617","$18,358,482","$18,890,294","$20,093,345","$21,117,115","$16,932,806","$16,507,754","$18,769,770","$19,345,302","$10,075,739","$12,303,964","$12,189,739","$11,987,243","$11,849,310","$12,807,561"
2016,40041,4041,Hillsborough Area Regional Transit Authority(HART),Active,Full Reporter,Tampa,FL,2010,"Tampa-St. Petersburg, FL",17,957,"2,441,770","$6,295,113","$7,223,571","$8,090,146","$9,179,881","$10,541,737","$10,988,160","$12,437,450","$12,490,371","$12,667,216","$13,373,978","$14,193,470","$15,536,072","$16,421,838","$16,593,817","$15,155,608"
2016,40042,4042,Birmingham-Jefferson County Transit Authority(MAX),Active,Full Reporter,Birmingham,AL,2010,"Birmingham, AL",55,530,"749,495","$2,256,721","$2,073,027","$2,211,746","$2,209,981","$2,453,174","$2,382,523","$2,708,444","$2,391,959","$2,115,392","$2,152,962","$2,373,966","$2,952,776","$2,505,384","$2,322,394","$2,262,039"
2016,40043,4043,The Wave Transit System(WTS),Active,Full Reporter,Mobile,AL,2010,"Mobile, AL",115,223,"326,183","$1,033,537","$1,260,545","$868,346","$804,908","$903,270","$953,786","$1,082,679","$1,039,071","$1,076,313","$977,030","$966,516","$1,043,068","$1,010,893","$992,394","$920,748"
2016,40044,4044,City of Montgomery-Montgomery Area Transit System(MATS),Active,Full Reporter,Montgomery,AL,2010,"Montgomery, AL",142,154,"263,907","$400,290","$424,883","$434,416","$464,007","$488,533","$566,446","$758,567","$676,909","$682,443","$652,737","$865,388","$1,024,973","$988,708","$795,405","$703,437"
2016,40045,4045,Tuscaloosa County Parking and Transit Authority(TMT),Active,Reduced Reporter,Tuscaloosa,AL,2010,"Tuscaloosa, AL",233,90,"139,114",,"$263,372","$260,349","$250,121","$273,162","$318,647","$285,391","$161,572","$180,912","$191,004","$205,320","$194,107","$198,252","$186,793","$172,245"
2016,40046,4046,Sarasota County Area Transit(SCAT),Active,Full Reporter,Sarasota,FL,2010,"Sarasota-Bradenton, FL",64,327,"643,260","$801,976","$746,021","$715,363","$800,888","$1,008,078","$970,747","$1,524,379","$1,471,327","$1,660,441","$1,711,996","$2,323,261","$2,422,988","$2,323,851","$2,227,838","$2,032,242"
2016,40047,4047,Athens Transit System(ATS),Active,Full Reporter,Athens,GA,2010,"Athens-Clarke County, GA",249,98,"128,754","$743,981","$863,928","$648,697","$658,497","$1,429,717","$1,475,037","$1,465,506","$1,639,553","$1,761,372","$1,889,564","$1,966,998","$1,905,138","$2,013,130","$1,975,197","$1,884,267"
2016,40049,4049,Gadsden Transportation Services - City of Gadsden(GTS),Active,Reduced Reporter,Gadsden,AL,2010,"Gadsden, AL",426,72,"64,172",,,,,,,,,,$0,"$84,024","$79,240","$68,499","$76,046","$70,828"
1996,40050,4050,Smyrna Transit System,Inactive,Full Reporter,New Smyrna Beach,FL,1990,"Daytona Beach, FL",116,128,"221,341",,,,,,,,,,,,,,,
2016,40051,4051,Chapel Hill Transit(CHT),Active,Full Reporter,Chapel Hill,NC,2010,"Durham, NC",110,182,"347,602","$1,012,907","$4,117,415","$309,722","$5,357,852","$5,709,140","$6,459,521","$7,153,797","$7,585,436","$7,288,312","$7,329,203","$7,395,166","$8,734,821","$8,601,522","$9,655,765","$8,251,848"
2016,40053,4053,Greenville Transit Authority(GTA),Active,Full Reporter,Greenville,SC,2010,"Greenville, SC",93,320,"400,492","$424,451","$517,630","$529,971","$512,219","$568,191","$622,331","$649,583","$488,638","$603,219","$703,315","$861,934","$900,535","$997,784","$988,843","$916,864"
2016,40054,4054,Johnson City Transit System(JCT),Active,Reduced Reporter,Johnson City,TN,2010,"Johnson City, TN",259,110,"120,415","$184,044","$175,170","$154,311","$146,920","$153,886","$224,163","$241,939","$190,209","$190,560","$231,688","$250,783","$251,498","$261,821","$277,829","$269,630"
2016,40055,4055,Bristol Tennessee Transit System(BTTS),Active,Reduced Reporter,Bristol,TN,2010,"Bristol-Bristol, TN-VA",397,64,"69,501",,,,,,,,,,"$26,623","$28,533","$29,604","$30,313","$25,058","$23,284"
2016,40056,4056,Pee Dee Regional Transportation Authority(PDRTA),Active,Reduced Reporter,Florence,SC,2010,"Florence, SC",325,71,"89,557","$4,765,460","$4,058,034","$3,689,679","$3,897,974","$4,937,845","$5,030,361","$3,949,714","$4,326,087","$3,380,977","$3,421,084","$3,290,161","$2,358,287","$360,752","$374,871","$362,385"
2016,40057,4057,Jackson Transit Authority(JTA),Active,Full Reporter,Jackson,TN,2010,"Jackson, TN",385,51,"71,880","$392,164","$381,441","$370,758","$422,317","$422,680","$532,635","$585,348","$745,260","$745,176","$569,849","$565,195","$656,614","$635,522","$669,893","$633,192"
2016,40058,4058,City of Rome Transit Department(RTD),Active,Full Reporter,Rome,GA,2010,"Rome, GA",444,48,"60,851","$477,541","$564,282","$660,542","$923,585","$580,040","$588,813","$625,746","$649,150","$648,155","$653,626","$730,424","$576,046","$686,699","$801,204","$743,116"
2016,40060,4060,Hub City Transit(HCT),Active,Reduced Reporter,Hattiesburg,MS,2010,"Hattiesburg, MS",357,69,"80,358",,,,,,,,,,"$37,530","$38,741","$41,548","$40,830","$41,177","$40,900"
1996,40061,4061,South Carolina Electric & Gas Company-Charleston,Inactive,Full Reporter,Columbia,SC,1990,"Charleston, SC",73,251,"393,956",,,,,,,,,,,,,,,
2016,40063,4063,Space Coast Area Transit(SCAT),Active,Full Reporter,Cocoa,FL,2010,"Palm Bay-Melbourne, FL",84,232,"452,791","$2,968,997","$3,142,567","$2,193,264","$1,816,992","$1,702,556","$2,081,366","$1,854,716","$1,820,265","$1,887,342","$2,037,532","$1,710,812","$1,790,876","$2,060,605","$2,373,865","$2,081,112"
2016,40064,4064,East Alabama Regional Planning and Development Commission(EARPDC),Active,Reduced Reporter,Anniston,AL,2010,"Anniston-Oxford, AL",360,87,"79,796",,,,,,,,,,"$214,939","$228,272","$197,624","$285,288","$247,688","$236,081"
1995,40066,4066,"Community Action Agency of North Central Alabama, Inc.",Inactive,Full Reporter,Montgomery,AL,1990,"Decatur, AL",321,70,"63,541",,,,,,,,,,,,,,,
2016,40068,4068,Northwest Alabama Council of Local Governments(NACOLG),Active,Full Reporter,Muscle Shoals,AL,2010,"Florence, AL",368,62,"77,074","$37,371","$39,919","$22,534","$39,083","$55,738","$45,325","$52,691","$51,771","$52,199","$48,626","$58,355","$70,708","$82,612","$95,274","$99,600"
2002,40069,4069,South Carolina Electric & Gas Company-Columbia,Inactive,Full Reporter,Columbia,SC,2000,"Columbia, SC",77,269,"420,537",$0,,,,,,,,,,,,,,
2013,40070,4070,Puerto Rico Ports Authority(PRPA),Inactive,Full Reporter,San Juan,PR,2010,"San Juan, PR",21,867,"2,148,346","$1,582,116","$2,090,981","$1,943,353","$2,040,521","$2,080,861","$1,582,822",,,,$0,$0,$0,,,
2016,40071,4071,"City of Huntsville, Alabama - Public Transportation Division",Active,Full Reporter,Huntsville,AL,2010,"Huntsville, AL",132,210,"286,692","$272,419","$237,272","$272,784","$280,949","$264,897","$301,147","$306,555","$383,437","$346,000","$373,661","$423,945","$446,579","$484,527","$527,044","$528,703"
2016,40073,4073,Lee-Russell Council of Governments(LRCOG),Active,Reduced Reporter,Opelika,AL,2010,"Auburn, AL",374,50,"74,741","$36,343","$311,148","$287,533","$288,344","$376,141","$360,283","$360,449","$327,411","$314,229","$37,779","$23,241","$88,834","$185,099","$181,854","$139,011"
2016,40074,4074,Pasco County Public Transportation(PCPT),Active,Full Reporter,Port Richey,FL,2010,"Tampa-St. Petersburg, FL",17,957,"2,441,770","$182,634","$210,601","$251,382","$345,376","$382,559","$440,904","$643,256","$730,528","$876,387","$981,374","$1,144,207","$1,127,949","$1,088,445","$920,426","$792,065"
